"","Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"","Sean Davis","NYRB","2019","M","$300,000","$327,500","2019-06-01"
"","Sean Davis","NYRB","2019","M","$300,000","$327,500","2019-09-13"
"","Ilsinho","PHI","2018","M","$300,000","$327,000","2018-05-01"
"","Ilsinho","PHI","2018","M","$300,000","$327,000","2018-09-15"
"","George John","FCD","2014","D","$300,000","$326,667","2014-04-01"
"","George John","FCD","2014","D","$300,000","$326,667","2014-09-15"
"","Amobi Okugo","POR","2016","D","$300,000","$325,000","2016-09-15"
"","Kyle Beckerman","RSL","2019","D","$300,000","$325,000","2019-06-01"
"","Will Johnson","POR","2014","F","$300,000","$325,000","2014-04-01"
"","Will Johnson","POR","2014","F","$300,000","$325,000","2014-09-15"
"","David Mateos","ORL","2015","D","$300,000","$325,000","2015-09-15"
"","Amobi Okugo","POR","2016","D","$300,000","$325,000","2016-05-15"
"","Kyle Beckerman","RSL","2019","D","$300,000","$325,000","2019-09-13"
"","Sam Cronin","MIN","2017","M","$300,000","$324,750","2017-09-15"
"","Blas Pérez","FCD","2013","F","$300,000","$324,250","2013-08-01"
"","Blas Pérez","FCD","2013","F","$300,000","$324,250","2013-09-15"
"","Blas Pérez","FCD","2013","F","$300,000","$324,250","2013-05-01"
"","Florentin Pogba","ATL","2019","D","$300,000","$324,000","2019-06-01"
"","Florentin Pogba","ATL","2019","D","$300,000","$324,000","2019-09-13"
"","David Guzmán","CLB","2019","D","$300,000","$320,000","2019-06-01"
"","Steven Taylor","POR","2016","D","$300,000","$319,583","2016-09-15"
"","Kendall Waston","VAN","2016","D","$300,000","$318,125","2016-09-15"
"","Kendall Waston","VAN","2016","D","$300,000","$318,125","2016-05-15"
"","Michael Boxall","MIN","2019","D","$300,000","$317,333","2019-09-13"
"","Michael Boxall","MIN","2019","D","$300,000","$317,333","2019-06-01"
"","Ibson","MIN","2018","M","$300,000","$317,083","2018-05-01"
"","Ibson","MIN","2018","M","$300,000","$317,083","2018-09-15"
"","Darren Mattocks","POR","2017","F","$300,000","$316,667","2017-04-15"
"","Darren Mattocks","POR","2017","F","$300,000","$316,667","2017-09-15"
"","Javier Morales","RSL","2017","M","$300,000","$315,000","2017-04-15"
"","Javier Morales","FCD","2017","M","$300,000","$315,000","2017-09-15"
"","Sam Nicholson","COL","2019","M","$300,000","$313,000","2019-06-01"
"","Sebastian Lletget","LAG","2019","M","$300,000","$312,667","2019-06-01"
"","Sebastian Lletget","LAG","2019","M","$300,000","$312,667","2019-09-13"
"","Benny Feilhaber","SKC","2013","M","$300,000","$312,188","2013-08-01"
"","Benny Feilhaber","SKC","2013","M","$300,000","$312,188","2013-09-15"
"","Benny Feilhaber","SKC","2013","M","$300,000","$312,188","2013-05-01"
"","Kyle Beckerman","RSL","2013","M","$300,000","$311,250","2013-05-01"
"","Sebastien Le Toux","COL","2016","F","$300,000","$310,228","2016-09-15"
"","Sebastien Le Toux","PHI","2016","F","$300,000","$310,228","2016-05-15"
"","Sam Cronin","MIN","2017","M","$300,000","$306,250","2017-04-15"
"","Ilie Sánchez","SKC","2017","M","$300,000","$305,000","2017-04-15"
"","Ilie Sánchez","SKC","2017","M","$300,000","$305,000","2017-09-15"
"","Judson","SJE","2019","D","$300,000","$305,000","2019-06-01"
"","Judson","SJE","2019","D","$300,000","$305,000","2019-09-13"
"","Kei Kamara","SKC","2013","F","$300,000","$302,500","2013-08-01"
"","Kei Kamara","SKC","2013","F","$300,000","$302,500","2013-05-01"
"","C.J. Sapong","PHI","2017","F","$300,000","$300,000","2017-04-15"
"","Maximiliano Urruti","FCD","2017","F","$300,000","$300,000","2017-04-15"
"","C.J. Sapong","PHI","2017","F","$300,000","$300,000","2017-09-15"
"","Justin Morrow","TOR","2018","D","$300,000","$300,000","2018-05-01"
"","Luis Caicedo","NER","2018","M","$300,000","$300,000","2018-05-01"
"","Justin Morrow","TOR","2018","D","$300,000","$300,000","2018-09-15"
"","Javier Morales","RSL","2013","M","$300,000","$300,000","2013-08-01"
"","Javier Morales","RSL","2013","M","$300,000","$300,000","2013-09-15"
"","Eric Remedi","ATL","2018","M","$300,000","$300,000","2018-09-15"
"","Luis Caicedo","NER","2018","M","$300,000","$300,000","2018-09-15"
"","Michael Parkhurst","ATL","2019","D","$300,000","$300,000","2019-06-01"
"","Javier Morales","RSL","2014","M","$300,000","$300,000","2014-04-01"
"","Matías Laba","VAN","2014","M","$300,000","$300,000","2014-04-01"
"","Javier Morales","RSL","2014","M","$300,000","$300,000","2014-09-15"
"","Matías Laba","VAN","2014","M","$300,000","$300,000","2014-09-15"
"","Javier Morales","RSL","2015","M","$300,000","$300,000","2015-07-15"
"","Javier Morales","RSL","2015","M","$300,000","$300,000","2015-09-15"
"","Javier Morales","RSL","2013","M","$300,000","$300,000","2013-05-01"
"","Franco Escobar","ATL","2019","D","$300,000","$300,000","2019-06-01"
"","Víctor Cabrera","MTL","2019","D","$300,000","$300,000","2019-06-01"
"","Eric Remedi","ATL","2019","D","$300,000","$300,000","2019-06-01"
"","Luis Caicedo","NER","2019","D","$300,000","$300,000","2019-06-01"
"","Michael Parkhurst","ATL","2019","D","$300,000","$300,000","2019-09-13"
"","Franco Escobar","ATL","2019","D","$300,000","$300,000","2019-09-13"
"","Eric Remedi","ATL","2019","D","$300,000","$300,000","2019-09-13"
"","Luis Caicedo","NER","2019","D","$300,000","$300,000","2019-09-13"
"","Zakaria Diallo","MTL","2018","D","$299,250","$343,250","2018-05-01"
"","Zakaria Diallo","MTL","2018","D","$299,250","$343,250","2018-09-15"
"","Zakaria Diallo","MTL","2019","D","$299,250","$343,250","2019-06-01"
"","Rod Fanni","MTL","2019","D","$299,250","$299,250","2019-09-13"
"","Dillon Powers","COL","2017","M","$295,000","$325,000","2017-04-15"
"","Dillon Powers","ORL","2017","M","$295,000","$325,000","2017-09-15"
"","Carlos Valdés","PHI","2014","D","$295,000","$295,000","2014-04-01"
"","Carlos Valdés","PHI","2014","D","$295,000","$295,000","2014-09-15"
"","Miguel Ibarra","MIN","2017","M","$290,004","$322,326","2017-04-15"
"","Miguel Ibarra","MIN","2017","M","$290,004","$322,326","2017-09-15"
"","Milton Valenzuela","CLB","2019","D","$290,000","$321,300","2019-09-13"
"","Milton Valenzuela","CLB","2019","D","$290,000","$321,300","2019-06-01"
"","Jámison Olave","RSL","2015","D","$290,000","$300,000","2015-07-15"
"","Jámison Olave","RSL","2015","D","$290,000","$300,000","2015-09-15"
"","Ethan Finlay","CLB","2017","M","$290,000","$290,000","2017-04-15"
"","Ethan Finlay","MIN","2017","M","$290,000","$290,000","2017-09-15"
"","Juninho Pereira","LAG","2013","M","$290,000","$290,000","2013-08-01"
"","Juninho Pereira","LAG","2013","M","$290,000","$290,000","2013-09-15"
"","Juninho Pereira","LAG","2013","M","$290,000","$290,000","2013-05-01"
"","Harrison Afful","CLB","2019","D","$288,100","$363,800","2019-06-01"
"","Harrison Afful","CLB","2018","D","$288,100","$363,800","2018-09-15"
"","Harrison Afful","CLB","2019","D","$288,100","$363,800","2019-09-13"
"","Harrison Afful","CLB","2018","D","$288,100","$335,600","2018-05-01"
"","Ricardo Clark","HOU","2014","M","$288,000","$321,750","2014-04-01"
"","Ricardo Clark","HOU","2014","M","$288,000","$321,750","2014-09-15"
"","Hernán Bernardello","MTL","2017","M","$288,000","$288,000","2017-04-15"
"","Hernán Bernardello","MTL","2017","M","$288,000","$288,000","2017-09-15"
"","Milton Valenzuela","CLB","2018","D","$282,000","$313,300","2018-05-01"
"","Milton Valenzuela","CLB","2018","D","$282,000","$313,300","2018-09-15"
"","Marcos López","SJE","2019","D","$280,000","$387,750","2019-06-01"
"","Frédéric Brillant","NYC","2017","D","$280,000","$319,667","2017-04-15"
"","Frédéric Brillant","NYC","2017","D","$280,000","$319,667","2017-09-15"
"","Dejan Jakovic","DCU","2013","D","$280,000","$303,341","2013-08-01"
"","Dejan Jakovic","DCU","2013","D","$280,000","$303,341","2013-09-15"
"","Dejan Jakovic","DCU","2013","D","$280,000","$303,341","2013-05-01"
"","Kellyn Acosta","FCD","2018","M","$280,000","$300,000","2018-05-01"
"","Kellyn Acosta","COL","2018","M","$280,000","$300,000","2018-09-15"
"","Harrison Afful","CLB","2017","D","$280,000","$296,667","2017-04-15"
"","Harrison Afful","CLB","2017","D","$280,000","$296,667","2017-09-15"
"","Jámison Olave","NYRB","2014","D","$280,000","$290,000","2014-04-01"
"","Jámison Olave","NYRB","2014","D","$280,000","$290,000","2014-09-15"
"","Marcos López","SJE","2019","D","$280,000","$387,750","2019-09-13"
"","Marco Ureña","LAFC","2018","F","$279,996","$294,413","2018-05-01"
"","Marco Ureña","LAFC","2018","F","$279,996","$294,413","2018-09-15"
"","Brad Evans","SEA","2016","D","$276,665","$315,166","2016-09-15"
"","Brad Evans","SEA","2015","F","$276,665","$302,666","2015-07-15"
"","Brad Evans","SEA","2015","F","$276,665","$302,666","2015-09-15"
"","Brad Evans","SEA","2016","M","$276,665","$302,666","2016-05-15"
"","Geoffrey Castillion","NER","2014","F","$276,000","$329,033","2014-09-15"
"","Quincy Amarikwa","SJE","2018","F","$275,500","$289,167","2018-05-01"
"","Quincy Amarikwa","MTL","2018","F","$275,500","$289,167","2018-09-15"
"","Erickson Gallardo","TOR","2019","M","$275,004","$306,917","2019-09-13"
"","Rasmus Schüller","MIN","2019","M","$275,004","$300,004","2019-06-01"
"","Rasmus Schüller","MIN","2019","M","$275,004","$300,004","2019-09-13"
"","Eriq Zavaleta","TOR","2019","D","$275,004","$296,962","2019-09-13"
"","Eriq Zavaleta","TOR","2019","D","$275,004","$296,962","2019-06-01"
"","Marco Ureña","SJE","2017","F","$275,004","$289,421","2017-04-15"
"","Marco Ureña","SJE","2017","F","$275,004","$289,421","2017-09-15"
"","DaMarcus Beasley","HOU","2018","D","$275,004","$275,004","2018-05-01"
"","DaMarcus Beasley","HOU","2018","D","$275,004","$275,004","2018-09-15"
"","Ronald Matarrita","NYC","2018","D","$275,000","$395,000","2018-05-01"
"","Ronald Matarrita","NYC","2018","D","$275,000","$395,000","2018-09-15"
"","Luiz Fernando","MIN","2018","M","$275,000","$314,167","2018-05-01"
"","Luiz Fernando","MIN","2018","M","$275,000","$314,167","2018-09-15"
"","Mathias Jørgensen","NYRB","2019","F","$275,000","$306,250","2019-09-13"
"","Steven Beitashour","LAFC","2018","D","$275,000","$298,375","2018-05-01"
"","Steven Beitashour","LAFC","2018","D","$275,000","$298,375","2018-09-15"
"","Steven Beitashour","LAFC","2019","D","$275,000","$298,375","2019-09-13"
"","DaMarcus Beasley","HOU","2019","D","$275,000","$275,000","2019-09-13"
"","Nuno Coelho","SKC","2016","D","$275,000","$412,500","2016-09-15"
"","Nuno Coelho","SKC","2016","D","$275,000","$375,000","2016-05-15"
"","Markus Halsti","DCU","2015","M","$275,000","$336,833","2015-07-15"
"","Markus Halsti","DCU","2015","M","$275,000","$336,833","2015-09-15"
"","Markus Halsti","DCU","2016","M","$275,000","$336,833","2016-05-15"
"","Jámison Olave","NYRB","2013","D","$275,000","$325,000","2013-08-01"
"","Jámison Olave","NYRB","2013","D","$275,000","$325,000","2013-09-15"
"","Jámison Olave","NYRB","2013","D","$275,000","$325,000","2013-05-01"
"","Tony Tchani","VAN","2017","M","$275,000","$308,333","2017-04-15"
"","Tony Tchani","VAN","2017","M","$275,000","$308,333","2017-09-15"
"","Mathias Jørgensen","NYRB","2019","F","$275,000","$306,250","2019-06-01"
"","Felipe","NYRB","2017","M","$275,000","$305,000","2017-04-15"
"","Adam Lundkvist","HOU","2019","D","$275,000","$303,750","2019-06-01"
"","George John","FCD","2013","D","$275,000","$301,667","2013-08-01"
"","George John","FCD","2013","D","$275,000","$301,667","2013-09-15"
"","George John","FCD","2013","D","$275,000","$301,667","2013-05-01"
"","Michael Parkhurst","CLB","2016","D","$275,000","$300,000","2016-09-15"
"","Michael Parkhurst","CLB","2014","D","$275,000","$300,000","2014-04-01"
"","Michael Parkhurst","CLB","2014","D","$275,000","$300,000","2014-09-15"
"","Michael Parkhurst","CLB","2015","D","$275,000","$300,000","2015-07-15"
"","Amobi Okugo","ORL","2015","M","$275,000","$300,000","2015-07-15"
"","Michael Parkhurst","CLB","2015","D","$275,000","$300,000","2015-09-15"
"","Amobi Okugo","SKC","2015","M","$275,000","$300,000","2015-09-15"
"","Michael Parkhurst","CLB","2016","D","$275,000","$300,000","2016-05-15"
"","Steven Beitashour","LAFC","2019","D","$275,000","$298,375","2019-06-01"
"","Sean Franklin","DCU","2014","D","$275,000","$298,333","2014-04-01"
"","Juan Carlos Toja","NER","2013","M","$275,000","$295,000","2013-08-01"
"","Juan Carlos Toja","NER","2013","M","$275,000","$295,000","2013-09-15"
"","Juan Carlos Toja","NER","2013","M","$275,000","$295,000","2013-05-01"
"","Harrison Afful","CLB","2016","D","$275,000","$291,667","2016-09-15"
"","Chad Marshall","SEA","2015","D","$275,000","$291,667","2015-07-15"
"","Chad Marshall","SEA","2015","D","$275,000","$291,667","2015-09-15"
"","Harrison Afful","CLB","2016","D","$275,000","$291,667","2016-05-15"
"","Chris Rolfe","DCU","2017","F","$275,000","$290,000","2017-04-15"
"","Davy Arnaud","MTL","2013","M","$275,000","$290,000","2013-08-01"
"","Davy Arnaud","MTL","2013","M","$275,000","$290,000","2013-09-15"
"","Davy Arnaud","MTL","2013","M","$275,000","$290,000","2013-05-01"
"","Sunny","RSL","2018","M","$275,000","$288,000","2018-05-01"
"","Sunny","RSL","2018","M","$275,000","$288,000","2018-09-15"
"","Sebastien Le Toux","PHI","2015","M","$275,000","$285,228","2015-07-15"
"","Sebastien Le Toux","PHI","2015","M","$275,000","$285,228","2015-09-15"
"","Aurélien Collin","SKC","2014","D","$275,000","$281,250","2014-04-01"
"","Aurélien Collin","SKC","2014","D","$275,000","$281,250","2014-09-15"
"","Chris Rolfe","DCU","2017","F","$275,000","$275,000","2017-09-15"
"","Nick DeLeon","DCU","2018","M","$275,000","$275,000","2018-05-01"
"","Nick DeLeon","DCU","2018","M","$275,000","$275,000","2018-09-15"
"","Edson Buddle","COL","2013","F","$275,000","$275,000","2013-08-01"
"","Edson Buddle","COL","2013","F","$275,000","$275,000","2013-09-15"
"","DaMarcus Beasley","HOU","2019","D","$275,000","$275,000","2019-06-01"
"","Nigel Reo-Coker","MTL","2015","D","$275,000","$275,000","2015-07-15"
"","Nigel Reo-Coker","MTL","2015","D","$275,000","$275,000","2015-09-15"
"","Edson Buddle","COL","2013","F","$275,000","$275,000","2013-05-01"
"","Luis Solignac","CHI","2017","F","$275,000","$328,312","2017-04-15"
"","Luis Solignac","CHI","2017","F","$275,000","$328,312","2017-09-15"
"","Adam Lundkvist","HOU","2019","D","$275,000","$303,750","2019-09-13"
"","Ricardo Clark","HOU","2013","M","$274,000","$307,750","2013-08-01"
"","Ricardo Clark","HOU","2013","M","$274,000","$307,750","2013-09-15"
"","Ricardo Clark","HOU","2013","M","$274,000","$307,750","2013-05-01"
"","Abel Aguilar","FCD","2018","M","$272,727","$328,127","2018-09-15"
"","Joaquín Ardáiz","VAN","2019","F","$272,727","$272,727","2019-09-13"
"","Joaquín Ardáiz","VAN","2019","F","$272,727","$272,727","2019-06-01"
"","Jack McInerney","MTL","2015","F","$270,000","$334,167","2015-07-15"
"","Jack McInerney","CLB","2015","F","$270,000","$334,167","2015-09-15"
"","Harold Cummings","SJE","2019","D","$270,000","$320,667","2019-06-01"
"","Harold Cummings","SJE","2019","D","$270,000","$320,667","2019-09-13"
"","Dillon Powers","COL","2016","M","$270,000","$300,000","2016-09-15"
"","Dillon Powers","COL","2016","M","$270,000","$300,000","2016-05-15"
"","Justen Glad","RSL","2018","D","$270,000","$291,700","2018-05-01"
"","Justen Glad","RSL","2018","D","$270,000","$291,700","2018-09-15"
"","Chad Marshall","SEA","2014","D","$270,000","$286,667","2014-04-01"
"","Chad Marshall","SEA","2014","D","$270,000","$286,667","2014-09-15"
"","Jack McInerney","POR","2016","F","$270,000","$270,000","2016-09-15"
"","Víctor Cabrera","MTL","2018","D","$270,000","$270,000","2018-05-01"
"","Víctor Cabrera","MTL","2018","D","$270,000","$270,000","2018-09-15"
"","Eric Alexander","CIN","2019","M","$270,000","$270,000","2019-06-01"
"","Greg Garza","CIN","2019","D","$270,000","$270,000","2019-06-01"
"","Jack McInerney","POR","2016","F","$270,000","$270,000","2016-05-15"
"","Eric Alexander","FCD","2019","M","$270,000","$270,000","2019-09-13"
"","Greg Garza","CIN","2019","D","$270,000","$270,000","2019-09-13"
"","Juan David Cabezas","HOU","2019","D","$268,008","$292,008","2019-06-01"
"","Juan David Cabezas","HOU","2019","D","$268,008","$292,008","2019-09-13"
"","Brad Evans","SEA","2014","F","$267,665","$293,666","2014-04-01"
"","Brad Evans","SEA","2014","F","$267,665","$293,666","2014-09-15"
"","Sam Nicholson","COL","2018","M","$265,008","$311,456","2018-05-01"
"","Sam Nicholson","COL","2018","M","$265,008","$311,456","2018-09-15"
"","Bernie Ibini-Isei","VAN","2018","F","$265,008","$304,008","2018-05-01"
"","Chris Mavinga","TOR","2017","D","$265,008","$300,692","2017-04-15"
"","Chris Mavinga","TOR","2017","D","$265,008","$300,692","2017-09-15"
"","Frédéric Brillant","DCU","2019","D","$265,000","$300,000","2019-06-01"
"","Patrick Nyarko","CHI","2014","F","$265,000","$284,500","2014-04-01"
"","Patrick Nyarko","CHI","2014","F","$265,000","$284,500","2014-09-15"
"","Jeff Larentowicz","CHI","2015","D","$265,000","$271,000","2015-07-15"
"","Jeff Larentowicz","CHI","2015","D","$265,000","$271,000","2015-09-15"
"","Paulo Nagamura","SKC","2013","M","$265,000","$270,500","2013-08-01"
"","Paulo Nagamura","SKC","2013","M","$265,000","$270,500","2013-09-15"
"","Paulo Nagamura","SKC","2013","M","$265,000","$270,500","2013-05-01"
"","Frédéric Brillant","DCU","2018","D","$265,000","$300,000","2018-05-01"
"","Frédéric Brillant","DCU","2018","D","$265,000","$300,000","2018-09-15"
"","Frédéric Brillant","DCU","2019","D","$265,000","$300,000","2019-09-13"
"","Deshorn Brown","DCU","2017","F","$264,996","$337,329","2017-09-15"
"","Giles Barnes","HOU","2015","M","$264,500","$275,658","2015-07-15"
"","Mauro Manotas","HOU","2018","F","$264,328","$264,328","2018-05-01"
"","Mauro Manotas","HOU","2018","F","$264,328","$264,328","2018-09-15"
"","Andreas Ivan","NYRB","2019","M","$264,000","$330,600","2019-06-01"
"","Álvaro Fernández","SEA","2016","M","$264,000","$294,000","2016-09-15"
"","Álvaro Fernández","SEA","2017","M","$264,000","$294,000","2017-04-15"
"","Bashkim Kadrii","MIN","2017","M","$264,000","$288,100","2017-04-15"
"","Gabriel Torres","COL","2013","F","$264,000","$276,500","2013-09-15"
"","Anthony Blondell","VAN","2019","F","$262,500","$307,703","2019-09-13"
"","Anthony Blondell","VAN","2019","F","$262,500","$307,703","2019-06-01"
"","Lucas Rodríguez","DCU","2019","M","$262,000","$298,550","2019-06-01"
"","Gabriel Torres","COL","2015","F","$262,000","$274,500","2015-07-15"
"","Gabriel Torres","COL","2015","F","$262,000","$274,500","2015-09-15"
"","Lucas Rodríguez","DCU","2019","M","$262,000","$298,550","2019-09-13"
"","Kelyn Rowe","SKC","2019","M","$261,400","$326,400","2019-06-01"
"","Kelyn Rowe","RSL","2019","M","$261,400","$326,400","2019-09-13"
"","Robin Jansson","ORL","2019","D","$261,000","$289,800","2019-06-01"
"","Robin Jansson","ORL","2019","D","$261,000","$289,800","2019-09-13"
"","Matías Pérez García","ORL","2017","F","$260,004","$260,004","2017-04-15"
"","Eric Alexander","HOU","2018","M","$260,004","$260,004","2018-05-01"
"","Eric Alexander","HOU","2018","M","$260,004","$260,004","2018-09-15"
"","Patrick Mullins","CLB","2019","F","$260,004","$260,004","2019-06-01"
"","Patrick Mullins","TOR","2019","F","$260,004","$260,004","2019-09-13"
"","Gary Mackay-Steven","NYC","2019","M","$260,000","$274,833","2019-09-13"
"","Alessandro Nesta","MTL","2013","D","$260,000","$305,000","2013-08-01"
"","Alessandro Nesta","MTL","2013","D","$260,000","$305,000","2013-09-15"
"","Alessandro Nesta","MTL","2013","D","$260,000","$305,000","2013-05-01"
"","Frédéric Brillant","NYC","2016","D","$260,000","$299,667","2016-09-15"
"","Frédéric Brillant","NYC","2016","D","$260,000","$299,667","2016-05-15"
"","Kellyn Acosta","FCD","2017","M","$260,000","$280,000","2017-04-15"
"","Kellyn Acosta","FCD","2017","M","$260,000","$280,000","2017-09-15"
"","Bobby Boswell","DCU","2016","D","$260,000","$260,000","2016-09-15"
"","Bobby Boswell","DCU","2017","D","$260,000","$260,000","2017-04-15"
"","Víctor Cabrera","MTL","2017","D","$260,000","$260,000","2017-04-15"
"","Bobby Boswell","ATL","2017","D","$260,000","$260,000","2017-09-15"
"","Jean-Baptiste Pierazzi","SJE","2015","M","$260,000","$260,000","2015-07-15"
"","Jean-Baptiste Pierazzi","SJE","2015","M","$260,000","$260,000","2015-09-15"
"","Bobby Boswell","DCU","2016","D","$260,000","$260,000","2016-05-15"
"","Víctor Cabrera","MTL","2017","D","$260,000","$260,000","2017-09-15"
"","Sean Franklin","DCU","2017","D","$258,756","$283,756","2017-04-15"
"","Sean Franklin","DCU","2017","D","$258,756","$283,756","2017-09-15"
"","Drew Moor","COL","2015","D","$258,500","$270,500","2015-07-15"
"","Drew Moor","COL","2015","D","$258,500","$270,500","2015-09-15"
"","Chris Rolfe","DCU","2016","F","$257,500","$272,500","2016-09-15"
"","Chris Rolfe","DCU","2016","F","$257,500","$272,500","2016-05-15"
"","Quincy Amarikwa","SJE","2017","F","$256,500","$270,167","2017-04-15"
"","Quincy Amarikwa","SJE","2017","F","$256,500","$270,167","2017-09-15"
"","Juan David Cabezas","HOU","2018","M","$255,156","$279,156","2018-05-01"
"","Juan David Cabezas","HOU","2018","M","$255,156","$279,156","2018-09-15"
"","Richard Eckersley","NYRB","2014","D","$255,000","$373,333","2014-04-01"
"","Richard Eckersley","NYRB","2014","D","$255,000","$373,333","2014-09-15"
"","Hassoun Camara","MTL","2017","D","$255,000","$255,000","2017-04-15"
"","Nick DeLeon","DCU","2017","M","$255,000","$255,000","2017-04-15"
"","Nick DeLeon","DCU","2017","M","$255,000","$255,000","2017-09-15"
"","Hassoun Camara","MTL","2017","D","$255,000","$255,000","2017-09-15"
"","Marco Delgado","TOR","2019","M","$253,000","$253,000","2019-06-01"
"","Marco Delgado","TOR","2019","M","$253,000","$253,000","2019-09-13"
"","Cristhian Paredes","POR","2018","M","$252,000","$283,500","2018-05-01"
"","Cristhian Paredes","POR","2018","M","$252,000","$283,500","2018-09-15"
"","Cristhian Paredes","POR","2019","M","$252,000","$283,500","2019-06-01"
"","Cristhian Paredes","POR","2019","M","$252,000","$283,500","2019-09-13"
"","Wilfried Moimbé","MIN","2019","D","$252,000","$274,275","2019-09-13"
"","Collen Warner","MIN","2018","M","$251,004","$251,004","2018-05-01"
"","Collen Warner","MIN","2018","M","$251,004","$251,004","2018-09-15"
"","Johan Blomberg","COL","2019","M","$250,962","$250,962","2019-06-01"
"","Johan Blomberg","COL","2019","M","$250,962","$250,962","2019-09-13"
"","Leandro González Pirez","ATL","2017","D","$250,008","$285,008","2017-04-15"
"","Leandro González Pirez","ATL","2017","D","$250,008","$285,008","2017-09-15"
"","Michael Boxall","MIN","2018","D","$250,008","$267,341","2018-05-01"
"","Michael Boxall","MIN","2018","D","$250,008","$267,341","2018-09-15"
"","Franco Escobar","ATL","2018","D","$250,008","$250,008","2018-05-01"
"","Hernán Bernardello","MTL","2013","M","$250,008","$250,008","2013-08-01"
"","Hernán Bernardello","MTL","2013","M","$250,008","$250,008","2013-09-15"
"","Franco Escobar","ATL","2018","D","$250,008","$250,008","2018-09-15"
"","Hernán Bernardello","MTL","2014","M","$250,008","$250,008","2014-04-01"
"","Aníbal Chalá","FCD","2017","D","$250,000","$333,000","2017-04-15"
"","Aníbal Chalá","FCD","2017","D","$250,000","$333,000","2017-09-15"
"","Botond Baráth","SKC","2019","D","$250,000","$297,333","2019-09-13"
"","Jukka Raitala","MTL","2019","D","$250,000","$290,500","2019-09-13"
"","Jack Elliott","PHI","2019","D","$250,000","$265,000","2019-09-13"
"","Botond Baráth","SKC","2019","D","$250,000","$297,333","2019-06-01"
"","Jukka Raitala","MTL","2019","D","$250,000","$290,500","2019-06-01"
"","Tony Tchani","CLB","2016","M","$250,000","$283,333","2016-09-15"
"","Tony Tchani","CLB","2016","M","$250,000","$283,333","2016-05-15"
"","Emmanuel Ledesma","CIN","2019","M","$250,000","$280,833","2019-06-01"
"","Felipe","NYRB","2016","M","$250,000","$280,000","2016-09-15"
"","Andy O'Brien","VAN","2014","D","$250,000","$280,000","2014-04-01"
"","Andy O'Brien","VAN","2014","D","$250,000","$280,000","2014-09-15"
"","Felipe","NYRB","2016","M","$250,000","$280,000","2016-05-15"
"","Valentín Castellanos","NYC","2019","M","$250,000","$274,806","2019-06-01"
"","Francois Affolter","SJE","2019","D","$250,000","$273,000","2019-06-01"
"","Vytautas Andriuskevicius","POR","2018","D","$250,000","$271,875","2018-05-01"
"","Vytautas Andriuskevicius","DCU","2018","D","$250,000","$271,875","2018-09-15"
"","Andreas Ivanschitz","SEA","2016","M","$250,000","$271,250","2016-09-15"
"","Andreas Ivanschitz","SEA","2016","M","$250,000","$271,250","2016-05-15"
"","Diego Rubio","SKC","2018","F","$250,000","$266,875","2018-05-01"
"","Diego Rubio","SKC","2018","F","$250,000","$266,875","2018-09-15"
"","Jack Elliott","PHI","2019","D","$250,000","$265,000","2019-06-01"
"","Steven Beitashour","TOR","2017","D","$250,000","$264,000","2017-04-15"
"","Omar Cummings","HOU","2014","F","$250,000","$264,000","2014-04-01"
"","Omar Cummings","HOU","2014","F","$250,000","$264,000","2014-09-15"
"","Steven Beitashour","TOR","2017","D","$250,000","$264,000","2017-09-15"
"","Sebastien Le Toux","PHI","2014","M","$250,000","$262,813","2014-04-01"
"","Sebastien Le Toux","PHI","2014","M","$250,000","$262,813","2014-09-15"
"","Gabriel Torres","COL","2014","F","$250,000","$262,500","2014-04-01"
"","Gabriel Torres","COL","2014","F","$250,000","$262,500","2014-09-15"
"","Emanuel Pogatetz","CLB","2015","D","$250,000","$262,500","2015-07-15"
"","Emanuel Pogatetz","CLB","2015","D","$250,000","$262,500","2015-09-15"
"","Jefferson Mena","NYC","2017","D","$250,000","$261,400","2017-04-15"
"","Jefferson Mena","NYC","2017","D","$250,000","$261,400","2017-09-15"
"","Gershon Koffie","NER","2016","M","$250,000","$261,000","2016-09-15"
"","Gershon Koffie","NER","2016","M","$250,000","$261,000","2016-05-15"
"","Darlington Nagbe","POR","2014","M","$250,000","$260,000","2014-04-01"
"","Darlington Nagbe","POR","2014","M","$250,000","$260,000","2014-09-15"
"","Benoit Cheyrou","TOR","2016","M","$250,000","$259,333","2016-05-15"
"","Steven Lenhart","SJE","2014","F","$250,000","$257,500","2014-04-01"
"","Steven Lenhart","SJE","2014","F","$250,000","$257,500","2014-09-15"
"","Aurélien Collin","SKC","2013","D","$250,000","$256,250","2013-08-01"
"","Aurélien Collin","SKC","2013","D","$250,000","$256,250","2013-09-15"
"","Aurélien Collin","SKC","2013","D","$250,000","$256,250","2013-05-01"
"","A.J. DeLaGarza","HOU","2019","D","$250,000","$253,750","2019-06-01"
"","Christian Bolaños","VAN","2016","M","$250,000","$253,500","2016-09-15"
"","Christian Bolaños","VAN","2017","M","$250,000","$253,500","2017-04-15"
"","Christian Bolaños","VAN","2017","M","$250,000","$253,500","2017-09-15"
"","Christian Bolaños","VAN","2016","M","$250,000","$253,500","2016-05-15"
"","A.J. DeLaGarza","HOU","2017","D","$250,000","$252,500","2017-04-15"
